"","lon","lat"
"1",52.3613378,33.2771073
"2",-115.1175013,36.1988592
"3",-118.3089661,34.1808392
"4",-74.0059413,40.7127837
"5",-91.9623327,30.9842977
"6",-73.7562317,42.6525793
"7",-76.6121893,39.2903848
"8",-102.4107493,34.2331373
"9",-118.2436849,34.0522342
"10",-118.2436849,34.0522342
"11",-88.0118473,41.7435073
"12",-74.0059413,40.7127837
"13",-74.0059413,40.7127837
"14",-118.0840212,33.728714
"15",-95.3698028,29.7604267
"16",NA,NA
"17",-66.590149,18.220833
"18",-73.9867329,40.7567217
"19",-74.4056612,40.0583238
"20",-106.6055534,35.0853336
"21",-80.8431267,35.2270869
"22",-106.346771,56.130366
"23",-86.1349019,40.2671941
"24",-117.1610838,32.715738
"25",-95.712891,37.09024
"26",-86.1349019,40.2671941
"27",NA,NA
"28",-117.8673659,33.8529366
"29",-78.9453056,34.9704419
"30",-75.3076883,39.957902
"31",-86.158068,39.768403
"32",-81.5157535,27.6648274
"33",-79.3831843,43.653226
"34",-78.6381787,35.7795897
"35",-95.712891,37.09024
"36",-66.9036063,10.4805937
"37",NA,NA
"38",-77.1945247,41.2033216
"39",-83.985,42.43472
"40",-119.4179324,36.778261
"41",-122.4194155,37.7749295
"42",-95.712891,37.09024
"43",-51.92528,-14.235004
"44",-86.7816016,36.1626638
"45",-97.7430608,30.267153
"46",-95.712891,37.09024
"47",NA,NA
"48",121.0244452,14.554729
"49",-74.0059413,40.7127837
"50",-82.4571776,27.950575
"51",-77.1067698,38.8799697
"52",-63.616672,-38.416097
"53",-117.1610838,32.715738
"54",6.289287,43.913685
"55",NA,NA
"56",-104.990251,39.7392358
"57",-75.1652215,39.9525839
"58",-106.4850217,31.7618778
"59",-118.2436849,34.0522342
"60",NA,NA
"61",-77.4360481,37.5407246
"62",-118.2436849,34.0522342
"63",-118.2436849,34.0522342
"64",106.9755726,-6.2382699
"65",-81.3792365,28.5383355
"66",-0.1277583,51.5073509
"67",-81.1637245,33.836081
"68",-118.2436849,34.0522342
"69",-87.6297982,41.8781136
"70",-76.2858726,36.8507689
"71",NA,NA
"72",-89.3985283,32.3546679
"73",NA,NA
"74",-76.4859544,44.2311717
"75",-84.9702228,34.7698021
"76",-66.9213628,10.587508
"77",-105.2705456,40.0149856
"78",-82.5306527,27.3364347
"79",NA,NA
"80",NA,NA
"81",NA,NA
"82",-96.7969879,32.7766642
"83",NA,NA
"84",2.3522219,48.856614
"85",-2.2426305,53.4807593
"86",-99.1712821,19.4121597
"87",-113.8112386,52.2681118
"88",NA,NA
"89",-71.566139,42.391736
"90",-76.3055144,40.0378755
"91",-122.4194155,37.7749295
"92",-106.4850217,31.7618778
"93",106.822745,-6.1744651
"94",-80.085059,42.1292241
"95",-122.2913078,37.8271784
"96",NA,NA
"97",138.252924,36.204824
"98",-84.3879824,33.7489954
"99",-114.0708459,51.0486151
"100",-81.7728543,28.5494447
"101",-89.3985283,40.6331249
"102",-81.4678193,28.4743207
"103",NA,NA
"104",NA,NA
"105",-87.6297982,41.8781136
"106",-95.3698028,29.7604267
"107",-79.532157,43.8169837
"108",-95.712891,37.09024
"109",-76.6121893,39.2903848
"110",NA,NA
"111",-97.0855948,36.706981
"112",NA,NA
"113",-74.0018987,40.719393
"114",NA,NA
"115",-81.7720522,34.0015232
"116",-90.0489801,35.1495343
"117",-95.712891,37.09024
"118",-118.2930663,34.0910444
"119",-122.6764816,45.5230622
"120",-108.153234,32.778651
"121",-74.1502007,40.5795317
"122",-87.9196785,43.0405846
"123",-72.5215009,41.7759301
"124",NA,NA
"125",-102.4107493,34.2331373
"126",151.2092955,-33.8688197
"127",-71.4774291,41.5800945
"128",-85.6680863,42.9633599
"129",-118.4146767,34.0093952
"130",-118.2436849,34.0522342
"131",-76.6121893,39.2903848
"132",-74.0059413,40.7127837
"133",NA,NA
"134",-117.5848025,33.952463
"135",NA,NA
"136",-95.712891,37.09024
"137",-97.330053,37.6871761
"138",-71.0602131,42.3782065
"139",-69.4454689,45.253783
"140",-76.5271659,42.0103519
"141",NA,NA
"142",-88.2039607,41.8847507
"143",-71.0588801,42.3600825
"144",144.963056,-37.813611
"145",-95.3698028,29.7604267
"146",-119.6981901,34.4208305
"147",-104.5229281,33.3945681
"148",-3.556791,51.485027
"149",-102.4107493,34.2331373
"150",-121.8863286,37.3382082
"151",-121.8863286,37.3382082
"152",-70.8226541,43.9653889
"153",-118.2436849,34.0522342
"154",-90.1994042,38.6270025
"155",NA,NA
"156",-118.2436849,34.0522342
"157",-89.761545,35.1598391
"158",-1.479726,53.55263
"159",-74.4056612,40.0583238
"160",NA,NA
"161",-85.7584557,38.2526647
"162",-86.5804473,35.5174913
"163",-84.3879824,33.7489954
"164",-7.6920536,53.1423672
"165",-82.9000751,32.1656221
"166",-82.8001026,27.9658533
"167",-81.5157535,27.6648274
"168",-90.0715323,29.9510658
"169",-85.6023643,44.3148443
"170",133.775136,-25.274398
"171",-74.0059413,40.7127837
"172",-84.3879824,33.7489954
"173",23.1210305,37.9463179
"174",NA,NA
"175",-87.6297982,41.8781136
"176",NA,NA
"177",-114.6276916,32.6926512
"178",-97.1330683,33.2148412
"179",-87.6297982,41.8781136
"180",-78.6568942,37.4315734
"181",-85.6680863,42.9633599
"182",-84.3932312,33.8003947
"183",-71.3824374,42.4072107
"184",-91.531097,41.668221
"185",-122.3320708,47.6062095
"186",NA,NA
"187",153.1932534,-28.6104322
"188",-93.2009998,44.9374831
"189",-81.5157535,27.6648274
"190",-99.9018131,43.9695148
"191",-86.3566659,40.7544843
"192",22.937506,-30.559482
"193",-35.200916,-5.7792569
"194",-95.712891,37.09024
"195",-74.0059413,40.7127837
"196",-93.2650108,44.977753
"197",-97.3307658,32.7554883
"198",NA,NA
"199",-79.0192997,35.7595731
"200",-74.072092,4.7109886
"201",NA,NA
"202",-76.6412712,39.0457549
"203",-73.9441579,40.6781784
"204",NA,NA
"205",106.6536859,-6.1275118
"206",-95.712891,37.09024
"207",-118.2436849,34.0522342
"208",NA,NA
"209",-117.3961564,33.9533487
"210",-95.712891,37.09024
"211",-91.506,44.7966
"212",-97.1060202,32.940444
"213",-106.346771,56.130366
"214",-83.0457538,42.331427
"215",-93.097702,41.8780025
